Truck_ID,Vehicle_No,Vehicle_Type,Supervisor,Mode,Customer_Name,Ownership,Purchase_Date,EMI_Monthly,Insurance_Monthly,Road_Tax_Monthly,Tyre_Cost_per_KM,Maintenance_Cost_per_KM,,,,,,,,,,,,,,,
209,KA59 9162,MXL,DEVI,Other,,NEW Vehicles ( SHL Partnership),31-12-2025,60000,,,,,,,,,,,,,,,,,,,
210,KA59 9163,MXL,SHARATH,Dedicated,MRF,,31-12-2025,60000,,,,,,,,,,,,,,,,,,,
211,KA59 9164,MXL,DEVI,Other,,NEW Vehicles ( SHL Partnership),31-12-2025,60000,,,,,,,,,,,,,,,,,,,
212,KA59 9165,MXL,SHARATH,Dedicated,MRF,,31-12-2025,60000,,,,,,,,,,,,,,,,,,,
213,KA59 9166,MXL,DEVI,Other,,NEW Vehicles ( SHL Partnership),31-12-2025,60000,,,,,,,,,,,,,,,,,,,
214,KA59 9167,MXL,DEVI,Other,,NEW Vehicles ( SHL Partnership),31-12-2025,60000,,,,,,,,,,,,,,,,,,,
215,KA59 9168,MXL,DEVI,Other,,NEW Vehicles ( SHL Partnership),31-12-2025,60000,,,,,,,,,,,,,,,,,,,
216,KA59 9169,MXL,DEVI,Other,,NEW Vehicles ( SHL Partnership),31-12-2025,60000,,,,,,,,,,,,,,,,,,,
217,KA59 9170,MXL,DEVI,Other,,NEW Vehicles ( SHL Partnership),31-12-2025,60000,,,,,,,,,,,,,,,,,,,
218,KA51B1499,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
219,KA51B3173,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
220,KA51B5108,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
221,KA51B5349,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
222,KA51B5350,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
223,KA51B5352,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
224,KA51B5356,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
225,KA51C6586,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
226,KA51C6588,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
227,KA51C6589,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
228,KA51C6590,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
229,KA51C6591,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
230,KA51C6592,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
231,KA51C7236,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
232,KA51D3946,MXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
233,KA51C7237,MXL,DEVI,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
234,KA51C7238,MXL,DEVI,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
235,KA51D9728,MXL,SHARATH,Dedicated,MRF,,,,,,,,,,,,,,,,,,,,,,
236,KA51D9735,MXL,SHARATH,Dedicated,MRF,,,,,,,,,,,,,,,,,,,,,,
237,KA51D9736,MXL,SHARATH,Dedicated,MRF,,,,,,,,,,,,,,,,,,,,,,
238,KA51D9739,MXL,SHARATH,Dedicated,MRF,,,,,,,,,,,,,,,,,,,,,,
239,KA51D9720,MXL,SRINIVAS,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
240,KA51D9721,MXL,SRINIVAS,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
241,KA51D9722,MXL,SRINIVAS,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
242,KA51D9723,MXL,SRINIVAS,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
243,KA51D9725,MXL,SRINIVAS,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
244,KA51D9726,MXL,SRINIVAS,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
245,KA51D9727,MXL,SRINIVAS,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
246,KA52B2320,SXL,NANDINI,Dedicated,VOLTAS,,,,,,,,,,,,,,,,,,,,,,
247,KA52B2324,SXL,NANDINI,Dedicated,VOLTAS,,,,,,,,,,,,,,,,,,,,,,
248,KA52B2591,SXL,NANDINI,Dedicated,VOLTAS,,,,,,,,,,,,,,,,,,,,,,
249,KA52B2332,SXL,NANDINI,Dedicated,VOLTAS,NEL,,,,,,,,,,,,,,,,,,,,,
250,KA59 4774,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
251,KA59 4775,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
252,KA59 4778,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
253,KA59 4780,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
254,KA59 4784,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
255,KA51AA1733,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
256,KA51AA1763,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
257,KA51B4651,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
258,KA51B4657,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
259,KA01AC9146,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
260,KA01AC9157,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
261,KA01AC9831,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
262,KA01AC9835,SXL,NANDINI,Dedicated,FLYJAC,,,,,,,,,,,,,,,,,,,,,,
263,KA52B2250,SXL,NANDINI,Dedicated,VOLTAS,,,,,,,,,,,,,,,,,,,,,,
264,KA51B4634,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
265,KA51B4638,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
266,NL01AA4815,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
267,NL01AA4805,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
268,NL01AA4807,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
269,NL01AA4808,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
270,NL01AA4812,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
271,NL01AA4813,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
272,NL01AA4819,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
273,NL01AA5183,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
274,NL01AC3961,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
275,NL01AC3967,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
276,KA52B0892,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
277,KA52B0893,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
278,KA52B0894,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
279,TN88V8974,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
280,KA51B4639,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
281,KA51B4652,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
282,KA01AC9839,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
283,KA01AC9836,SXL,SADDAM,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
284,KA52B2318,SXL,Shanthi,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
285,KA59 4773,SXL,Shanthi,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
286,KA59 4781,SXL,Shanthi,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
287,KA59 4782,SXL,Shanthi,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
288,KA59 4783,SXL,Shanthi,Dedicated,Britannia,,,,,,,,,,,,,,,,,,,,,,
289,KA51B4633,SXL,UMESH,Line,Britannia,ELITE GASOLINE,,"50,740.00",,,,,,,,,,,,,,,,,,,
290,KA52B0890,SXL,UMESH,Dedicated,VIP,,,,,,,,,,,,,,,,,,,,,,
291,KA52B0891,SXL,UMESH,Dedicated,VIP,Selvarani P,,,,,,,,,,,,,,,,,,,,,
292,KA52B0895,SXL,UMESH,Line,Britannia,,,,,,,,,,,,,,,,,,,,,,
293,KA52B0896,SXL,UMESH,Line,Britannia,,,,,,,,,,,,,,,,,,,,,,
294,KA52B0897,SXL,UMESH,Dedicated,VIP,,,,,,,,,,,,,,,,,,,,,,
295,KA52B0898,SXL,UMESH,Dedicated,VIP,,,,,,,,,,,,,,,,,,,,,,
296,KA52B0899,SXL,UMESH,Dedicated,VIP,ELITE GASOLINE,,"55,044.00",,,,,,,,,,,,,,,,,,,
297,KA52B2244,SXL,UMESH,Dedicated,VIP,,,,,,,,,,,,,,,,,,,,,,
298,KA52B2245,SXL,UMESH,Dedicated,VIP,NEO ELITE LOGISTICS PRIVATE LIMIED,,"46,716",,,,,,,,,,,,,,,,,,,
299,KA52B2247,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"49,433",,,,,,,,,,,,,,,,,,,
300,KA52B2249,SXL,UMESH,Line,Britannia,NEO ELITE LOGISTICS PRIVATE LIMIED,,"46,716",,,,,,,,,,,,,,,,,,,
301,KA52B2252,SXL,UMESH,Dedicated,VIP,NEO ELITE LOGISTICS PRIVATE LIMIED,,"46,716",,,,,,,,,,,,,,,,,,,
302,KA52B2315,SXL,UMESH,Dedicated,VIP,NEO ELITE LOGISTICS PRIVATE LIMIED,,"46,716",,,,,,,,,,,,,,,,,,,
303,KA52B2321,SXL,UMESH,Dedicated,VIP,NEO ELITE LOGISTICS PRIVATE LIMIED,,"46,004",,,,,,,,,,,,,,,,,,,
304,KA52B2322,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"48,073",,,,,,,,,,,,,,,,,,,
305,KA52B2323,SXL,UMESH,Line,Britannia,HARSANA SIVA Prop. OF SH logistics Solutions,,"49,433",,,,,,,,,,,,,,,,,,,
306,KA52B2325,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"49,433",,,,,,,,,,,,,,,,,,,
307,KA52B2326,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"49,433",,,,,,,,,,,,,,,,,,,
308,KA52B2328,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"49,433",,,,,,,,,,,,,,,,,,,
309,KA52B2331,SXL,UMESH,Line,Britannia,,,,,,,,,,,,,,,,,,,,,,
310,KA52B2439,SXL,UMESH,Line,Britannia,,,,,,,,,,,,,,,,,,,,,,
311,KA52B2443,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"1,71,481",,,,,,,,,,,,,,,,,,,
312,KA52B2589,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"49,433",,,,,,,,,,,,,,,,,,,
313,KA52B2590,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"1,90,545",,,,,,,,,,,,,,,,,,,
314,KA52B2603,SXL,UMESH,Dedicated,VIP,HARSANA SIVA Prop. OF SH logistics Solutions,,"48,073",,,,,,,,,,,,,,,,,,,
315,KA52B2604,SXL,UMESH,Dedicated,VIP,,,,,,,,,,,,,,,,,,,,,,
316,KA59 4772,SXL,UMESH,Line,Britannia,ELITE GASOLINE,,"60,153.00",,,,,,,,,,,,,,,,,,,
317,KA59 4776,SXL,UMESH,Line,Britannia,ELITE GASOLINE,,"60,153.00",,,,,,,,,,,,,,,,,,,
318,KA51D2289,MXL,SADDAM,Dedicated,Britannia,Karthik,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
